1	1
2	0
3	1
4	1
5	0
6	0
7	1
8	0
9	1
10	0
11	0
12	0
13	0
14	0
15	0
16	1
17	1
18	1
19	0
20	0
21	0
22	1
23	0
24	1
25	1
26	1
27	0
28	0
29	0
30	0
31	0
32	1
33	1
34	1
35	1
36	0
37	1
38	1
39	0
40	1
41	1
42	1
43	0
44	0
45	1
46	0
47	1
48	0
49	0
50	1
51	1
52	0
53	1
54	0
55	0
56	0
57	1
58	1
59	1
60	0
61	1
62	1
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	0
74	1
75	0
76	0
77	1
78	0
79	0
80	0
81	0
82	0
83	1
84	0
85	0
86	1
87	0
88	1
89	1
90	1
91	1
92	0
93	0
94	0
95	1
96	0
97	1
98	0
99	0
100	1
101	0
102	0
103	0
104	0
105	0
106	1
107	1
108	1
109	0
110	1
111	0
112	1
113	0
114	0
115	1
116	1
117	0
118	1
119	1
120	1
121	0
122	0
123	0
124	1
125	1
126	0
127	1
128	0
129	0
130	1
131	0
132	0
133	1
134	0
135	0
136	1
137	0
138	1
139	0
140	1
141	1
142	1
143	0
144	0
145	1
146	0
147	0
148	1
149	0
150	1
151	0
152	1
153	0
154	1
155	0
156	0
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	0
165	0
166	1
167	0
168	1
169	1
170	1
171	0
172	0
173	0
174	1
175	0
176	1
177	0
178	1
179	0
180	1
181	1
182	0
183	0
184	0
185	0
186	0
187	1
188	1
189	0
190	0
191	1
192	1
193	0
194	1
195	1
196	1
197	1
198	0
199	1
200	1
201	1
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	1
210	1
211	1
212	1
213	1
214	0
215	0
216	1
217	1
218	1
219	0
220	0
221	1
222	1
223	0
224	0
225	1
226	0
227	1
228	1
229	0
230	0
231	0
232	0
233	1
234	0
235	1
236	1
237	0
238	0
239	1
240	0
241	1
242	1
243	1
244	0
245	0
246	0
247	0
248	1
249	1
250	0
251	1
252	1
253	1
254	0
255	1
256	0
257	1
258	0
259	1
260	0
261	1
262	0
263	0
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	0
272	0
273	0
274	0
275	1
276	0
277	1
278	0
279	0
280	1
281	1
282	1
283	0
284	1
285	1
286	1
287	0
288	1
289	0
290	0
291	0
292	1
293	1
294	0
295	0
296	0
297	1
298	0
299	1
300	1
301	1
302	0
303	1
304	0
305	1
306	0
307	0
308	0
309	1
310	1
311	1
312	0
313	0
314	0
315	1
316	0
317	0
318	0
319	0
320	1
321	0
322	0
323	1
324	0
325	1
326	0
327	1
328	1
329	0
330	1
331	0
332	1
333	1
334	0
335	0
336	1
337	1
338	1
339	1
340	1
341	0
342	1
343	0
344	1
345	1
346	0
347	0
348	0
349	1
350	0
351	0
352	0
353	1
354	1
355	1
356	1
357	0
358	1
359	1
360	0
361	1
362	1
363	1
364	0
365	1
366	1
367	0
368	0
369	1
370	0
371	0
372	0
373	0
374	0
375	1
376	1
377	1
378	0
379	1
380	0
381	1
382	0
383	1
384	1
385	1
386	0
387	1
388	0
389	1
390	1
391	1
392	1
393	1
394	0
395	1
396	1
397	1
398	0
399	0
400	0
401	0
402	0
403	1
404	0
405	1
406	0
407	0
408	0
409	1
410	1
411	0
412	1
413	0
414	0
415	0
416	1
417	1
418	1
419	1
420	0
421	1
422	1
423	1
424	0
425	1
426	1
427	1
428	0
429	1
430	1
431	1
432	1
433	0
434	1
435	0
436	0
437	0
438	0
439	0
440	0
441	1
442	0
443	1
444	1
445	0
446	1
447	1
448	0
449	0
450	0
451	0
452	1
453	1
454	1
455	1
456	0
457	0
458	1
459	0
460	1
461	1
462	0
463	1
464	0
465	1
466	1
467	1
468	0
469	0
470	0
471	1
472	0
473	0
474	1
475	0
476	1
477	1
478	1
479	0
480	0
481	0
482	0
483	0
484	0
485	1
486	0
487	1
488	0
489	1
490	0
491	1
492	0
493	1
494	1
495	1
496	0
497	1
498	1
499	0
500	0
501	1
502	1
503	0
504	0
505	0
506	1
507	1
508	0
509	0
510	0
511	1
512	1
513	0
514	0
515	1
516	0
517	0
518	0
519	0
520	1
521	0
522	0
523	1
524	1
525	0
526	1
527	1
528	1
529	1
530	1
531	0
532	1
533	0
534	0
535	0
536	1
537	1
538	1
539	1
540	0
541	1
542	0
543	1
544	1
545	1
546	0
547	1
548	1
549	1
550	0
551	0
552	1
553	1
554	0
555	0
556	0
557	1
558	0
559	0
560	1
561	0
562	0
563	0
564	0
565	0
566	1
567	1
568	1
569	0
570	0
571	1
572	0
573	0
574	0
575	0
576	1
577	1
578	1
579	0
580	1
581	0
582	0
583	1
584	0
585	0
586	0
587	1
588	0
589	1
590	0
591	0
592	0
593	0
594	0
595	0
596	1
597	1
598	0
599	1
600	1
601	0
602	0
603	0
604	1
605	1
606	0
607	1
608	0
609	1
610	0
611	0
612	0
613	1
614	1
615	0
616	1
617	1
618	0
619	0
620	0
621	1
622	1
623	0
624	0
625	0
626	1
627	1
628	0
629	1
630	0
631	1
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	1
641	1
642	1
643	1
644	0
645	1
646	0
647	1
648	0
649	1
650	0
651	0
652	1
653	0
654	0
655	0
656	0
657	1
658	1
659	0
660	0
661	1
662	1
663	0
664	0
665	1
666	0
667	1
668	0
669	0
670	0
671	1
672	0
673	1
674	0
675	0
676	0
677	0
678	0
679	1
680	0
681	0
682	1
683	0
684	1
685	1
686	0
687	0
688	0
689	1
690	0
691	1
692	0
693	1
694	0
695	1
696	1
697	0
698	0
699	1
700	1
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	1
709	0
710	1
711	1
712	0
713	0
714	0
715	1
716	0
717	0
718	0
719	0
720	0
721	1
722	1
723	1
724	0
725	1
726	0
727	1
728	1
729	1
730	0
731	1
732	0
733	1
734	0
735	0
736	0
737	1
738	0
739	0
740	0
741	1
742	1
743	1
744	1
745	1
746	1
747	1
748	1
749	1
750	1
751	0
752	1
753	1
754	0
755	0
756	0
757	1
758	0
759	1
760	1
761	0
762	0
763	0
764	0
765	0
766	1
767	1
768	1
769	1
770	1
771	1
772	1
773	0
774	1
775	1
776	1
777	0
778	0
779	1
780	1
781	0
782	1
783	0
784	1
785	1
786	0
787	0
788	0
789	1
790	1
791	0
792	0
793	0
794	1
795	1
796	0
797	0
798	1
799	0
800	0
801	0
802	1
803	1
804	1
805	1
806	1
807	1
808	0
809	1
810	0
811	0
812	0
813	0
814	1
815	1
816	1
817	0
818	0
819	1
820	0
821	0
822	0
823	0
824	0
825	1
826	0
827	0
828	0
829	1
830	0
831	1
832	0
833	0
834	1
835	1
836	0
837	0
838	0
839	1
840	0
841	1
842	1
843	1
844	1
845	1
